,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1997751,2833536,100067,-74,28276.38,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,27164.115,28276.38,28276.38,0.0,0,0.0,0.0,12.0,Active,0,0
2000407,1596605,100075,-4,159635.745,225000,8100.0,8100.0,0.0,0.0,9342.36,45000.0,45000.0,149947.245,154732.005,154732.005,2.0,2,0.0,0.0,5.0,Active,0,0
2003193,2038692,100013,-14,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2005004,2444847,100090,-28,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2005222,1472630,100047,-20,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2008386,1472630,100047,-33,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2017212,2038692,100013,-11,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2017822,1596605,100075,-5,187643.295,225000,27000.0,27000.0,0.0,0.0,12223.035,93402.81,93402.81,178057.71,184031.235,184031.235,1.0,1,0.0,0.0,4.0,Active,0,0
2021833,2628319,100082,-72,41183.325,135000,0.0,0.0,0.0,0.0,6750.0,36000.0,36000.0,38056.23,41183.325,41183.325,0.0,0,0.0,0.0,16.0,Active,0,0
2023646,2137382,100042,-3,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2023972,2833536,100067,-4,44517.96,45000,0.0,2249.28,0.0,2249.28,2250.0,4500.0,4500.0,43215.03,44517.96,44517.96,0.0,1,0.0,1.0,62.0,Active,0,0
2026090,1557583,100043,-28,370562.58,427500,0.0,0.0,0.0,0.0,19927.89,22500.0,3132.135,364857.165,370562.58,370562.58,0.0,0,0.0,0.0,4.0,Active,0,0
2040616,2833536,100067,-11,45553.455,45000,0.0,46897.695,0.0,46897.695,522.495,2829.735,2250.0,44590.455,45553.455,45553.455,0.0,15,0.0,15.0,55.0,Active,0,0
2041190,2038692,100013,-38,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2044376,1794209,100050,-1,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2051074,2594025,100021,-6,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2061939,1595956,100100,-19,0.0,90000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
2068016,2444847,100090,-7,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2072546,2137382,100042,-73,59743.8,90000,0.0,0.0,0.0,0.0,4500.0,13500.0,13500.0,57411.585,59743.8,59743.8,0.0,0,0.0,0.0,11.0,Active,0,0
2080346,2833536,100067,-73,44506.08,45000,14850.0,14940.0,0.0,90.0,2250.0,2250.0,2250.0,40966.38,44506.08,44506.08,2.0,3,0.0,1.0,13.0,Active,0,0
2081216,1843384,100011,-12,0.0,90000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2084906,1843384,100011,-9,0.0,90000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2088830,1209367,100049,-14,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2097233,1557583,100043,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
2097463,1595956,100100,-9,0.0,45000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
2108631,1856124,100086,-66,97339.815,112500,0.0,0.0,0.0,0.0,5625.0,0.0,0.0,89802.99,97339.815,97339.815,0.0,0,0.0,0.0,15.0,Active,1,1
2120681,2833536,100067,-2,46336.275,45000,0.0,5378.355,0.0,5378.355,2250.0,4500.0,4500.0,44985.87,46336.275,46336.275,0.0,4,0.0,4.0,64.0,Active,0,0
2131885,2833536,100067,-38,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2134565,2833536,100067,-70,46240.29,45000,0.0,0.0,0.0,0.0,2250.0,2700.0,2700.0,44566.38,46240.29,46240.29,0.0,0,0.0,0.0,16.0,Active,0,0
2135114,2594025,100021,-7,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2138734,2444847,100090,-2,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2140005,1843384,100011,-25,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2140332,2137382,100042,-32,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2140484,1472630,100047,-25,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2144186,1565121,100083,-3,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2145506,1595956,100100,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
2146650,1557583,100043,-3,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
2150253,1209367,100049,-8,10397.115,90000,9000.0,9000.0,0.0,0.0,0.0,,0.0,9000.0,9051.615,9051.615,1.0,1,0.0,0.0,0.0,Active,0,0
2151497,2444847,100090,-4,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2163291,2833536,100067,-78,39244.995,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,37945.35,39244.995,39244.995,0.0,0,0.0,0.0,8.0,Active,0,0
2163576,1856124,100086,-68,95427.99,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,91545.975,95427.99,95427.99,0.0,0,0.0,0.0,13.0,Active,0,0
2167213,2628319,100082,-17,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
2171398,1856124,100086,-32,91.89,112500,0.0,0.0,0.0,0.0,5208.57,5400.0,5400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,49.0,Active,0,0
2175132,1843384,100011,-33,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2182042,1557583,100043,-8,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
2182400,2621538,100036,-10,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2184633,1856124,100086,-19,0.0,112500,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
2188897,2444847,100090,-9,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2202862,1856124,100086,-37,19717.065,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,17513.19,19717.065,19717.065,0.0,0,0.0,0.0,44.0,Active,0,0
2205208,2038692,100013,-18,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2206344,1856124,100086,-8,0.0,45000,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
2207212,1472630,100047,-14,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2208395,2137382,100042,-9,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2213010,1794209,100050,-7,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2220327,1472630,100047,-27,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2228753,1914954,100028,-30,0.0,225000,0.0,0.0,0.0,0.0,21.825,168.705,168.705,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
2230237,2038692,100013,-76,0.0,157500,0.0,0.0,0.0,0.0,1140.93,2011.23,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
2239625,1914954,100028,-42,18964.98,225000,18000.0,18000.0,0.0,0.0,8228.475,8421.525,8325.0,18000.0,18064.98,18064.98,1.0,1,0.0,0.0,1.0,Active,0,0
2239896,1565121,100083,-2,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2242918,2038692,100013,-50,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,-274.32,-274.32,0.0,0,0.0,0.0,22.0,Active,0,0
2243843,1595956,100100,-53,33159.015,90000,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,29373.435,33159.015,33159.015,0.0,0,0.0,0.0,41.0,Active,1,1
2255552,1914954,100028,-20,3720.6,225000,0.0,6194.7,0.0,6194.7,4864.545,9225.0,4950.0,3720.6,4076.1,4076.1,0.0,2,0.0,2.0,21.0,Active,0,0
2256674,1595956,100100,-25,0.0,90000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
2256913,2038692,100013,-30,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2260009,2038692,100013,-96,0.0,157500,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2262612,1060558,100048,-19,149341.365,225000,0.0,0.0,0.0,0.0,8172.27,9000.0,9000.0,145445.805,150683.625,150683.625,0.0,0,0.0,0.0,11.0,Active,0,0
2264090,1557583,100043,-22,384206.58,427500,0.0,0.0,0.0,0.0,20529.765,21375.0,1407.6,377973.315,384206.58,384206.58,0.0,0,0.0,0.0,10.0,Active,0,0
2270005,2038692,100013,-53,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,-274.32,-274.32,0.0,0,0.0,0.0,22.0,Active,0,0
2278423,1472630,100047,-26,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2279984,1499902,100023,-5,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2283354,2833536,100067,-27,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2287372,1914954,100028,-37,3535.56,225000,0.0,3600.0,0.0,3600.0,6330.06,6750.0,6750.0,3180.06,3535.56,3535.56,0.0,1,0.0,1.0,6.0,Active,0,0
2289044,1595956,100100,-92,67414.5,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,66064.5,67414.5,67414.5,0.0,0,0.0,0.0,2.0,Signed,0,0
2292821,1843384,100011,-28,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2297286,1843384,100011,-38,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2306474,1209367,100049,-10,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2311284,1856124,100086,-12,0.0,45000,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
2320044,2628319,100082,-54,245.61,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.61,245.61,0.0,0,0.0,0.0,30.0,Active,122,0
2320414,1856124,100086,-35,12644.73,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,10600.74,12644.73,12644.73,0.0,0,0.0,0.0,46.0,Active,0,0
2327944,1557583,100043,-14,281.16,427500,0.0,0.0,0.0,0.0,16484.31,3088.98,838.98,0.0,281.16,281.16,0.0,0,0.0,0.0,18.0,Active,0,0
2330140,2038692,100013,-57,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2330369,1843384,100011,-49,80127.36,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,76100.625,80127.36,80127.36,0.0,0,0.0,0.0,26.0,Active,0,0
2330469,2833536,100067,-57,32068.845,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,30834.09,32068.845,32068.845,0.0,0,0.0,0.0,29.0,Active,0,0
2335123,2628319,100082,-86,120924.135,135000,0.0,0.0,0.0,0.0,6750.0,13500.0,13500.0,116051.895,120924.135,120924.135,0.0,0,0.0,0.0,2.0,Active,0,0
2342501,1843384,100011,-62,139041.54,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,134069.31,139041.54,139041.54,0.0,0,0.0,0.0,13.0,Active,0,0
2347859,2444847,100090,-11,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2349473,2621538,100036,-12,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2353190,1843384,100011,-73,181044.54,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,175568.85,181044.54,181044.54,0.0,0,0.0,0.0,2.0,Active,0,0
2353401,2038692,100013,-81,1078.56,157500,0.0,0.0,0.0,0.0,7875.0,81688.545,81688.545,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
2359810,1499902,100023,-11,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2359831,2137382,100042,-19,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2367376,2444847,100090,-15,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2372099,2833536,100067,-29,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2377247,1914954,100028,-36,6047.325,225000,0.0,5756.265,0.0,5756.265,3535.56,3600.0,3600.0,5691.825,6047.325,6047.325,0.0,3,0.0,3.0,7.0,Active,0,0
2378942,1595956,100100,-17,0.0,45000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
2387455,2628319,100082,-63,278.73,135000,0.0,0.0,0.0,0.0,6750.0,35910.0,35910.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2387893,2038692,100013,-72,0.0,157500,0.0,0.0,0.0,0.0,0.0,870.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
2397675,1595956,100100,-18,0.0,90000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
2398859,2833536,100067,-45,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2399253,2137382,100042,-36,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2408800,2628319,100082,-49,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
2417532,1565121,100083,-16,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2422164,1557583,100043,-31,427043.655,427500,0.0,0.0,0.0,0.0,21218.22,0.0,0.0,401864.085,427043.655,427043.655,0.0,0,0.0,0.0,1.0,Active,0,0
2425038,2137382,100042,-35,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2430184,1565121,100083,-11,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2434026,2038692,100013,-59,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2435657,2628319,100082,-66,1571.31,135000,0.0,0.0,0.0,0.0,1575.0,3.69,0.0,0.0,1571.31,1571.31,0.0,0,0.0,0.0,21.0,Active,1,1
2436364,2038692,100013,-25,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2437154,1856124,100086,-61,88141.005,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,84351.555,88141.005,88141.005,0.0,0,0.0,0.0,20.0,Active,1,1
2440020,1914954,100028,-49,0.0,225000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2443013,1787234,100059,-7,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2447092,1843384,100011,-74,184568.85,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,180000.0,184568.85,184568.85,0.0,0,0.0,0.0,1.0,Active,0,0
2448923,2038692,100013,-74,0.0,157500,0.0,0.0,0.0,0.0,0.0,870.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
2450331,1691588,100077,-7,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2452743,1472630,100047,-10,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2465501,1595956,100100,-94,37714.5,90000,0.0,36364.5,0.0,36364.5,,0.0,0.0,36364.5,37714.5,37714.5,0.0,1,0.0,1.0,,Signed,0,0
2466412,1914954,100028,-10,7888.545,225000,0.0,0.0,0.0,0.0,11250.0,11250.0,11250.0,6998.895,7533.045,7533.045,0.0,0,0.0,0.0,31.0,Active,0,0
2472029,2628319,100082,-74,92615.175,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,88478.28,92615.175,92615.175,0.0,0,0.0,0.0,14.0,Active,0,0
2476699,2628319,100082,-85,102896.19,135000,0.0,0.0,0.0,0.0,6750.0,22500.0,22500.0,98424.135,102896.19,102896.19,0.0,0,0.0,0.0,3.0,Active,0,0
2479870,2137382,100042,-43,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2487637,2833536,100067,-65,39726.9,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,38353.41,39726.9,39726.9,0.0,0,0.0,0.0,21.0,Active,0,0
2487863,1843384,100011,-57,117834.255,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,113180.265,117834.255,117834.255,0.0,0,0.0,0.0,18.0,Active,0,0
2488310,2137382,100042,-78,89655.57,90000,0.0,27270.0,27270.0,0.0,4500.0,13275.0,13275.0,86264.055,89655.57,89655.57,0.0,1,1.0,0.0,6.0,Active,0,0
2498251,2833536,100067,-22,26850.375,45000,0.0,1293.255,0.0,1293.255,2250.0,6525.0,6525.0,25714.08,26850.375,26850.375,0.0,1,0.0,1.0,44.0,Active,0,0
2506763,2833536,100067,-32,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2507305,2137382,100042,-31,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2510788,1843384,100011,-56,113242.365,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,108834.255,113242.365,113242.365,0.0,0,0.0,0.0,19.0,Active,0,0
2514320,1852787,100066,-3,0.0,9000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2524178,2594025,100021,-15,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2533454,2594025,100021,-12,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2540093,1557583,100043,-13,0.0,427500,0.0,0.0,0.0,0.0,2250.0,281.16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,Active,0,0
2554314,1843384,100011,-27,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2558713,2038692,100013,-9,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2560918,2833536,100067,-20,44855.82,45000,0.0,20249.82,0.0,20249.82,2250.0,9000.0,9000.0,43518.285,44855.82,44855.82,0.0,3,0.0,3.0,46.0,Active,0,0
2569376,1499902,100023,-10,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2569384,1856124,100086,-9,0.0,45000,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
2573736,2038692,100013,-29,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2574238,1843384,100011,-21,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2576496,2833536,100067,-14,17091.81,45000,0.0,16464.42,0.0,16464.42,2250.0,44685.0,44685.0,16024.95,17091.81,17091.81,0.0,7,0.0,7.0,52.0,Active,0,0
2577075,2594025,100021,-5,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2577749,1856124,100086,-57,80245.845,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,76691.34,80245.845,80245.845,0.0,0,0.0,0.0,24.0,Active,1,1
2582454,2833536,100067,-1,46374.75,45000,0.0,3149.01,0.0,3149.01,2250.0,4500.0,4500.0,44985.285,46374.75,46374.75,0.0,1,0.0,1.0,65.0,Active,0,0
2587099,2137382,100042,-71,29684.52,90000,27000.0,27000.0,0.0,0.0,4500.0,48735.0,48735.0,26721.315,29684.52,29684.52,1.0,1,0.0,0.0,13.0,Active,0,0
2589876,2621538,100036,-4,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2592967,2833536,100067,-33,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2593232,2038692,100013,-56,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2593712,1595956,100100,-51,0.0,90000,0.0,0.0,0.0,0.0,45.855,365.985,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,43.0,Active,0,0
2601007,2038692,100013,-21,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2608638,1856124,100086,-20,0.0,112500,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
2610054,2621538,100036,-11,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2610618,2038692,100013,-17,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2617736,2833536,100067,-51,17491.32,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,16473.375,17491.32,17491.32,0.0,0,0.0,0.0,35.0,Active,0,0
2617961,1595956,100100,-46,0.0,90000,0.0,0.0,0.0,0.0,0.0,320.13,0.0,0.0,-320.13,-320.13,0.0,0,0.0,0.0,43.0,Active,0,0
2618965,1557583,100043,-24,426405.87,427500,0.0,0.0,0.0,0.0,21475.62,21600.0,21600.0,407912.625,426405.87,426405.87,0.0,0,0.0,0.0,8.0,Active,0,0
2619287,2137382,100042,-8,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2625724,1595956,100100,-75,59833.665,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,57538.305,59833.665,59833.665,0.0,0,0.0,0.0,19.0,Active,0,0
2629875,1595956,100100,-93,70564.5,90000,45000.0,45000.0,0.0,0.0,4500.0,13500.0,13500.0,69214.5,70564.5,70564.5,1.0,1,0.0,0.0,1.0,Signed,0,0
2635134,1060558,100048,-10,0.0,225000,0.0,0.0,0.0,0.0,0.0,1458.27,1458.27,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
2635265,1596605,100075,-9,96067.44,225000,128250.0,128250.0,0.0,0.0,0.0,45000.0,45000.0,83250.0,83935.665,83935.665,7.0,7,0.0,0.0,0.0,Active,0,0
2639783,2038692,100013,-27,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
2648631,1914954,100028,-41,19654.83,225000,0.0,0.0,0.0,0.0,143.325,225.0,225.0,17821.8,19654.83,19654.83,0.0,0,0.0,0.0,2.0,Active,0,0
2670747,1557583,100043,-2,0.0,22500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
2671124,2833536,100067,-3,44107.515,45000,0.0,2745.0,0.0,2745.0,2250.0,4500.0,4500.0,42762.96,44107.515,44107.515,0.0,1,0.0,1.0,63.0,Active,0,0
